"","Member_number","Date","itemDescription"
"33716",2524,2014-04-07,"chocolate"
"33717",2273,2014-11-25,"whole milk"
"33718",4557,2014-08-12,"rum"
"33719",2505,2014-02-02,"fruit/vegetable juice"
"33720",3882,2014-08-01,"hard cheese"
"33721",3308,2014-09-12,"soda"
"33722",2605,2014-08-30,"ketchup"
"33723",4180,2014-04-21,"white bread"
"33724",3551,2014-10-14,"root vegetables"
"33725",4406,2014-02-02,"beer"
"33726",4962,2014-10-04,"condensed milk"
"33727",4799,2014-04-17,"sweet spreads"
"33728",1862,2014-10-23,"soda"
"33729",2043,2014-02-01,"waffles"
"33730",4440,2014-07-10,"whipped/sour cream"
"33731",3139,2014-07-07,"pot plants"
"33732",4344,2014-10-30,"softener"
"33733",1616,2014-12-06,"whole milk"
"33734",3374,2014-07-29,"bottled water"
"33735",1881,2014-07-15,"whipped/sour cream"
"33736",4372,2014-01-30,"pastry"
"33737",4036,2014-01-22,"cat food"
"33738",2325,2014-10-22,"rolls/buns"
"33739",1951,2014-07-27,"napkins"
"33740",1862,2014-10-27,"domestic eggs"
"33741",1877,2014-06-16,"whipped/sour cream"
"33742",3236,2014-04-17,"brown bread"
"33743",2068,2014-06-02,"yogurt"
"33744",1388,2014-05-08,"rolls/buns"
"33745",4014,2014-05-27,"yogurt"
"33746",1719,2014-08-08,"brown bread"
"33747",4167,2014-10-28,"pastry"
"33748",3099,2014-09-04,"waffles"
"33749",1998,2014-02-03,"frozen vegetables"
"33750",3630,2014-07-27,"cream cheese "
"33751",1365,2014-02-01,"frozen vegetables"
"33752",2878,2014-11-04,"whipped/sour cream"
"33753",3158,2014-02-14,"margarine"
"33754",3842,2014-10-13,"pot plants"
"33755",2738,2014-10-31,"onions"
"33756",4595,2014-06-11,"white bread"
"33757",1979,2014-12-16,"salty snack"
"33758",3411,2014-12-03,"whole milk"
"33759",4703,2014-10-20,"soda"
"33760",1615,2014-11-30,"white bread"
"33761",1710,2014-03-08,"specialty chocolate"
"33762",2699,2014-07-18,"butter"
"33763",1859,2014-02-04,"root vegetables"
"33764",1997,2014-10-30,"shopping bags"
"33765",4852,2014-01-09,"bottled water"
"33766",4893,2014-07-22,"beverages"
"33767",4985,2014-03-12,"shopping bags"
"33768",4428,2014-08-16,"beer"
"33769",1979,2014-05-09,"white bread"
"33770",2847,2014-01-04,"soups"
"33771",3879,2014-01-10,"curd"
"33772",4735,2014-03-30,"bottled water"
"33773",2038,2014-10-14,"sauces"
"33774",2132,2014-12-19,"whipped/sour cream"
"33775",3560,2014-05-27,"light bulbs"
"33776",1354,2014-10-18,"soda"
"33777",4230,2014-05-28,"pastry"
"33778",4582,2014-03-02,"specialty chocolate"
"33779",4660,2014-10-16,"soda"
"33780",2255,2014-04-21,"dessert"
"33781",4862,2014-04-26,"whole milk"
"33782",1605,2014-03-02,"soda"
"33783",1403,2014-01-11,"cling film/bags"
"33784",1192,2014-12-27,"brown bread"
"33785",1617,2014-07-20,"sugar"
"33786",2806,2014-01-19,"whipped/sour cream"
"33787",2749,2014-11-20,"pastry"
"33788",4840,2014-11-22,"whipped/sour cream"
"33789",1381,2014-05-07,"pastry"
"33790",1932,2014-06-19,"fruit/vegetable juice"
"33791",4124,2014-11-25,"semi-finished bread"
"33792",1412,2014-08-21,"make up remover"
"33793",1841,2014-12-16,"soft cheese"
"33794",1736,2014-07-15,"butter"
"33795",1798,2014-06-22,"whole milk"
"33796",1004,2014-05-01,"dish cleaner"
"33797",1582,2014-06-10,"shopping bags"
"33798",3664,2014-02-13,"pastry"
"33799",2225,2014-09-29,"rolls/buns"
"33800",3175,2014-04-29,"rolls/buns"
"33801",1891,2014-01-05,"hygiene articles"
"33802",4306,2014-05-17,"white bread"
"33803",1545,2014-04-01,"brown bread"
"33804",1741,2014-12-05,"specialty chocolate"
"33805",3289,2014-09-27,"chocolate"
"33806",2139,2014-07-03,"chewing gum"
"33807",4362,2014-06-14,"whipped/sour cream"
"33808",4371,2014-05-24,"frozen vegetables"
"33809",4206,2014-09-09,"oil"
"33810",3185,2014-02-21,"newspapers"
"33811",2440,2014-06-26,"jam"
"33812",3827,2014-08-09,"misc. beverages"
"33813",1949,2014-04-13,"cat food"
"33814",3410,2014-01-20,"shopping bags"
"33815",3530,2014-01-24,"napkins"
"33816",4696,2014-10-03,"oil"
"33817",2963,2014-03-01,"pickled vegetables"
"33818",2396,2014-08-21,"sugar"
"33819",1913,2014-02-25,"cat food"
"33820",4657,2014-12-27,"bottled beer"
"33821",2641,2014-04-01,"brown bread"
"33822",2615,2014-01-19,"frozen vegetables"
"33823",4681,2014-10-31,"shopping bags"
"33824",1169,2014-12-15,"cake bar"
"33825",4769,2014-07-10,"soda"
"33826",2010,2014-05-17,"shopping bags"
"33827",1384,2014-06-28,"waffles"
"33828",2788,2014-08-10,"rolls/buns"
"33829",4628,2014-02-11,"zwieback"
"33830",3838,2014-12-21,"light bulbs"
"33831",2965,2014-06-07,"newspapers"
"33832",1903,2014-02-17,"sweet spreads"
"33833",4722,2014-01-07,"hygiene articles"
"33834",4209,2014-07-29,"liquor (appetizer)"
"33835",1422,2014-05-13,"fruit/vegetable juice"
"33836",2995,2014-03-19,"specialty chocolate"
"33837",1094,2014-08-18,"newspapers"
"33838",3827,2014-06-24,"canned beer"
"33839",3846,2014-09-01,"canned vegetables"
"33840",3259,2014-02-01,"soda"
"33841",4278,2014-05-20,"white wine"
"33842",2194,2014-09-09,"shopping bags"
"33843",2094,2014-03-24,"bottled water"
"33844",3511,2014-04-30,"soda"
"33845",1428,2014-09-15,"shopping bags"
"33846",4806,2014-05-07,"liquor"
"33847",3607,2014-02-22,"sliced cheese"
"33848",4587,2014-05-23,"salt"
"33849",3028,2014-11-20,"napkins"
"33850",1308,2014-01-11,"napkins"
"33851",2417,2014-11-03,"spread cheese"
"33852",2573,2014-01-07,"zwieback"
"33853",4862,2014-07-18,"yogurt"
"33854",1190,2014-06-21,"bottled water"
"33855",3879,2014-08-03,"yogurt"
"33856",3383,2014-09-19,"pet care"
"33857",1599,2014-10-10,"cream cheese "
"33858",4689,2014-11-28,"soda"
"33859",1233,2014-04-07,"UHT-milk"
"33860",1301,2014-01-30,"whipped/sour cream"
"33861",1110,2014-09-22,"pickled vegetables"
"33862",3320,2014-04-12,"processed cheese"
"33863",2679,2014-12-16,"curd cheese"
"33864",3540,2014-10-27,"salty snack"
"33865",4585,2014-05-17,"yogurt"
"33866",3743,2014-12-22,"pickled vegetables"
"33867",1961,2014-01-13,"sugar"
"33868",1897,2014-05-01,"cream cheese "
"33869",4606,2014-11-07,"fruit/vegetable juice"
"33870",3660,2014-10-14,"sugar"
"33871",2922,2014-06-06,"misc. beverages"
"33872",3800,2014-11-25,"domestic eggs"
"33873",3762,2014-11-28,"white bread"
"33874",4317,2014-03-27,"sparkling wine"
"33875",3325,2014-04-11,"hard cheese"
"33876",1731,2014-08-26,"beer"
"33877",1327,2014-03-08,"pastry"
"33878",4387,2014-12-23,"whipped/sour cream"
"33879",1740,2014-07-11,"canned beer"
"33880",1006,2014-07-11,"shopping bags"
"33881",4993,2014-05-25,"rolls/buns"
"33882",1888,2014-08-02,"yogurt"
"33883",3762,2014-10-31,"salt"
"33884",2243,2014-10-01,"yogurt"
"33885",2738,2014-01-16,"brown bread"
"33886",3869,2014-08-12,"male cosmetics"
"33887",2924,2014-05-26,"newspapers"
"33888",4613,2014-10-04,"rolls/buns"
"33889",3421,2014-10-18,"soda"
"33890",4764,2014-08-28,"vinegar"
"33891",4800,2014-10-27,"soda"
"33892",1288,2014-08-20,"abrasive cleaner"
"33893",2194,2014-06-06,"frozen vegetables"
"33894",2072,2014-08-12,"chocolate"
"33895",2950,2014-02-03,"shopping bags"
"33896",1681,2014-07-06,"rolls/buns"
"33897",3957,2014-07-20,"salt"
"33898",1004,2014-10-13,"packaged fruit/vegetables"
"33899",4048,2014-04-12,"fruit/vegetable juice"
"33900",2309,2014-04-17,"domestic eggs"
"33901",3238,2014-02-06,"white bread"
"33902",3613,2014-10-20,"pastry"
"33903",1716,2014-08-11,"long life bakery product"
"33904",3669,2014-06-25,"candles"
"33905",4806,2014-09-13,"candy"
"33906",1434,2014-11-13,"canned beer"
"33907",3977,2014-02-01,"oil"
"33908",4086,2014-01-14,"dishes"
"33909",3357,2014-06-22,"pickled vegetables"
"33910",2159,2014-10-08,"shopping bags"
"33911",2984,2014-09-25,"ice cream"
"33912",1351,2014-01-15,"rolls/buns"
"33913",1359,2014-05-29,"soda"
"33914",3636,2014-08-10,"rolls/buns"
"33915",3783,2014-04-11,"cereals"
"33916",2807,2014-06-02,"newspapers"
"33917",3960,2014-02-15,"rolls/buns"
"33918",4233,2014-06-23,"root vegetables"
"33919",3683,2014-10-05,"curd"
"33920",4838,2014-09-07,"brown bread"
"33921",2779,2014-01-21,"specialty cheese"
"33922",4297,2014-03-02,"shopping bags"
"33923",1258,2014-08-09,"frozen vegetables"
"33924",2755,2014-11-25,"soda"
"33925",2340,2014-01-17,"soda"
"33926",1690,2014-05-09,"bottled water"
"33927",2592,2014-09-08,"curd"
"33928",2952,2014-01-12,"sugar"
"33929",3246,2014-12-25,"whole milk"
"33930",1900,2014-03-15,"shopping bags"
"33931",3414,2014-05-22,"cream cheese "
"33932",1153,2014-08-10,"bottled beer"
"33933",1751,2014-09-04,"flour"
"33934",2499,2014-11-01,"ice cream"
"33935",2355,2014-02-19,"ice cream"
"33936",3660,2014-09-21,"coffee"
"33937",2760,2014-06-20,"vinegar"
"33938",1028,2014-04-24,"onions"
"33939",4657,2014-04-03,"bottled water"
"33940",1569,2014-03-09,"white bread"
"33941",3737,2014-07-06,"white bread"
"33942",3462,2014-10-01,"dessert"
"33943",2921,2014-11-18,"beer"
"33944",1111,2014-03-03,"soda"
"33945",1261,2014-10-06,"canned vegetables"
"33946",1572,2014-03-31,"rice"
"33947",1811,2014-06-02,"dessert"
"33948",3287,2014-11-12,"chocolate"
"33949",1020,2014-07-19,"newspapers"
"33950",2374,2014-09-16,"chocolate"
"33951",2252,2014-03-10,"oil"
"33952",3289,2014-03-21,"white bread"
"33953",1312,2014-11-12,"canned vegetables"
"33954",1045,2014-01-12,"butter"
"33955",1275,2014-01-18,"shopping bags"
"33956",4241,2014-10-02,"bottled water"
"33957",1116,2014-06-22,"canned vegetables"
"33958",1356,2014-08-17,"cat food"
"33959",2354,2014-01-06,"soups"
"33960",4045,2014-07-30,"waffles"
"33961",3189,2014-04-16,"whole milk"
"33962",3515,2014-05-31,"canned vegetables"
"33963",1169,2014-01-25,"beer"
"33964",2299,2014-08-04,"cake bar"
"33965",3539,2014-11-07,"frozen dessert"
"33966",2389,2014-06-06,"frozen vegetables"
"33967",1487,2014-11-02,"cling film/bags"
"33968",4698,2014-01-20,"specialty chocolate"
"33969",3335,2014-09-05,"light bulbs"
"33970",1065,2014-01-14,"long life bakery product"
"33971",4763,2014-02-27,"pastry"
"33972",2879,2014-06-27,"detergent"
"33973",1451,2014-08-28,"kitchen towels"
"33974",1947,2014-01-07,"specialty chocolate"
"33975",4364,2014-04-13,"sugar"
"33976",4477,2014-10-14,"chewing gum"
"33977",1150,2014-09-06,"UHT-milk"
"33978",2873,2014-05-23,"frozen vegetables"
"33979",3040,2014-10-11,"cat food"
"33980",4862,2014-06-08,"whipped/sour cream"
"33981",2795,2014-06-27,"soda"
"33982",2254,2014-01-30,"mustard"
"33983",2066,2014-12-29,"hard cheese"
"33984",3180,2014-11-09,"whole milk"
"33985",1205,2014-08-12,"ready soups"
"33986",4040,2014-11-14,"rolls/buns"
"33987",4760,2014-10-16,"whole milk"
"33988",2357,2014-06-05,"whipped/sour cream"
"33989",1507,2014-05-24,"frozen vegetables"
"33990",1870,2014-06-10,"specialty chocolate"
"33991",3900,2014-08-05,"yogurt"
"33992",3627,2014-07-06,"whole milk"
"33993",2098,2014-08-02,"fruit/vegetable juice"
"33994",2242,2014-04-27,"rolls/buns"
"33995",3444,2014-01-07,"brown bread"
"33996",2437,2014-06-24,"rubbing alcohol"
"33997",2267,2014-06-10,"instant coffee"
"33998",3930,2014-05-31,"brown bread"
"33999",1964,2014-03-18,"domestic eggs"
"34000",4362,2014-01-14,"domestic eggs"
"34001",2339,2014-05-20,"sliced cheese"
"34002",1663,2014-02-24,"herbs"
"34003",2384,2014-01-14,"fruit/vegetable juice"
"34004",3013,2014-04-19,"soap"
"34005",3765,2014-04-01,"margarine"
"34006",1446,2014-05-07,"pastry"
"34007",2135,2014-02-15,"hard cheese"
"34008",4872,2014-06-01,"domestic eggs"
"34009",4817,2014-05-14,"yogurt"
"34010",2571,2014-07-07,"sliced cheese"
"34011",4338,2014-07-07,"waffles"
"34012",2760,2014-04-01,"rolls/buns"
"34013",4564,2014-10-11,"brown bread"
"34014",1862,2014-05-21,"liquor (appetizer)"
"34015",4155,2014-09-10,"softener"
"34016",2965,2014-01-04,"salty snack"
"34017",4854,2014-01-12,"candy"
"34018",3349,2014-01-18,"curd"
"34019",3416,2014-04-05,"rice"
"34020",1466,2014-08-23,"whole milk"
"34021",1032,2014-09-23,"pastry"
"34022",4489,2014-05-24,"beer"
"34023",3862,2014-03-14,"processed cheese"
"34024",1181,2014-07-13,"whole milk"
"34025",4772,2014-06-08,"rolls/buns"
"34026",3612,2014-05-31,"beer"
"34027",3266,2014-10-07,"soda"
"34028",4969,2014-01-07,"butter milk"
"34029",1035,2014-08-15,"white bread"
"34030",2917,2014-04-22,"processed cheese"
"34031",2861,2014-10-25,"whole milk"
"34032",3247,2014-08-09,"beer"
"34033",3913,2014-05-06,"rolls/buns"
"34034",3877,2014-06-20,"zwieback"
"34035",1129,2014-11-14,"shopping bags"
"34036",2605,2014-06-02,"yogurt"
"34037",2308,2014-09-10,"bottled beer"
"34038",1412,2014-06-20,"specialty fat"
"34039",3743,2014-01-06,"photo/film"
"34040",2937,2014-10-06,"brown bread"
"34041",1932,2014-07-06,"beer"
"34042",3857,2014-04-03,"frozen vegetables"
"34043",3810,2014-07-21,"yogurt"
"34044",1241,2014-08-14,"soda"
"34045",1607,2014-10-12,"pickled vegetables"
"34046",3854,2014-06-26,"soda"
"34047",4509,2014-07-30,"chocolate"
"34048",2654,2014-08-08,"whole milk"
"34049",2511,2014-10-04,"cocoa drinks"
"34050",4337,2014-04-27,"shopping bags"
"34051",2993,2014-07-08,"chewing gum"
"34052",3138,2014-12-28,"root vegetables"
"34053",3518,2014-02-08,"whole milk"
"34054",1057,2014-01-06,"sliced cheese"
"34055",2125,2014-04-02,"soda"
"34056",4137,2014-07-23,"zwieback"
"34057",4761,2014-11-24,"margarine"
"34058",1162,2014-03-28,"male cosmetics"
"34059",1761,2014-02-26,"frozen fish"
"34060",3507,2014-07-20,"specialty chocolate"
"34061",3104,2014-02-06,"soda"
"34062",2070,2014-04-27,"cake bar"
"34063",4266,2014-02-19,"bottled beer"
"34064",4187,2014-05-04,"white bread"
"34065",3297,2014-05-29,"frozen meals"
"34066",2618,2014-01-05,"specialty chocolate"
"34067",3895,2014-06-02,"yogurt"
"34068",4657,2014-09-21,"oil"
"34069",2042,2014-04-17,"cream cheese "
"34070",1342,2014-04-03,"bottled water"
"34071",2784,2014-05-26,"domestic eggs"
"34072",4110,2014-01-25,"hygiene articles"
"34073",2908,2014-04-27,"flour"
"34074",3489,2014-08-26,"long life bakery product"
"34075",1335,2014-01-03,"domestic eggs"
"34076",2718,2014-02-07,"popcorn"
"34077",1153,2014-03-28,"canned beer"
"34078",4165,2014-04-03,"soda"
"34079",3769,2014-01-31,"domestic eggs"
"34080",1733,2014-02-27,"white bread"
"34081",2290,2014-12-23,"chocolate"
"34082",2669,2014-03-24,"cat food"
"34083",1852,2014-03-04,"canned beer"
"34084",4515,2014-03-06,"bottled water"
"34085",4875,2014-04-15,"misc. beverages"
"34086",3437,2014-10-31,"pastry"
"34087",1494,2014-05-16,"soft cheese"
"34088",4505,2014-12-30,"domestic eggs"
"34089",2440,2014-11-10,"long life bakery product"
"34090",2603,2014-06-28,"soda"
"34091",4629,2014-11-23,"fruit/vegetable juice"
"34092",3382,2014-04-01,"bottled beer"
"34093",4509,2014-06-06,"male cosmetics"
"34094",1510,2014-10-13,"kitchen towels"
"34095",2470,2014-12-12,"beverages"
"34096",4487,2014-04-08,"hard cheese"
"34097",4574,2014-11-22,"rolls/buns"
"34098",4005,2014-05-13,"newspapers"
"34099",1379,2014-06-11,"candles"
"34100",3830,2014-10-12,"newspapers"
"34101",4812,2014-06-09,"baking powder"
"34102",3956,2014-01-01,"waffles"
"34103",4234,2014-10-01,"pastry"
"34104",3180,2014-07-30,"onions"
"34105",3300,2014-07-31,"soda"
"34106",4287,2014-07-20,"soda"
"34107",1628,2014-02-10,"soda"
"34108",2033,2014-04-05,"canned beer"
"34109",2517,2014-04-17,"frozen fish"
"34110",2430,2014-01-28,"pastry"
"34111",3108,2014-03-25,"bottled beer"
"34112",4574,2014-04-18,"pastry"
"34113",2851,2014-05-05,"red/blush wine"
"34114",4719,2014-02-12,"yogurt"
"34115",1128,2014-03-27,"frozen vegetables"
"34116",1571,2014-11-17,"dishes"
"34117",1810,2014-04-30,"bottled water"
"34118",2453,2014-10-01,"sugar"
"34119",3616,2014-11-05,"curd"
"34120",2530,2014-08-06,"shopping bags"
"34121",4617,2014-11-24,"brown bread"
"34122",2176,2014-05-14,"bottled water"
"34123",4183,2014-06-19,"frozen potato products"
"34124",2951,2014-12-30,"soda"
"34125",2587,2014-10-30,"newspapers"
"34126",4540,2014-08-23,"fruit/vegetable juice"
"34127",3024,2014-12-22,"salt"
"34128",2348,2014-07-23,"chocolate"
"34129",4559,2014-09-01,"frozen vegetables"
"34130",3213,2014-07-02,"hard cheese"
"34131",3972,2014-08-14,"candy"
"34132",4935,2014-02-16,"newspapers"
"34133",4198,2014-11-10,"canned fish"
"34134",1139,2014-02-02,"canned beer"
"34135",4959,2014-10-10,"pastry"
"34136",1550,2014-09-03,"specialty chocolate"
"34137",3536,2014-04-04,"soups"
"34138",4697,2014-11-03,"shopping bags"
"34139",3164,2014-03-24,"rolls/buns"
"34140",4640,2014-11-03,"bottled water"
"34141",2986,2014-11-05,"bottled water"
"34142",1878,2014-08-22,"soups"
"34143",1037,2014-02-24,"rolls/buns"
"34144",3863,2014-03-10,"napkins"
"34145",1534,2014-11-05,"pastry"
"34146",1109,2014-11-22,"pastry"
"34147",2381,2014-05-07,"pickled vegetables"
"34148",3787,2014-09-25,"whipped/sour cream"
"34149",4628,2014-07-02,"curd"
"34150",3157,2014-10-08,"shopping bags"
"34151",2535,2014-12-29,"sweet spreads"
"34152",1006,2014-07-05,"rolls/buns"
"34153",3897,2014-11-04,"canned beer"
"34154",2804,2014-09-19,"canned beer"
"34155",3804,2014-09-21,"shopping bags"
"34156",3060,2014-08-18,"red/blush wine"
"34157",3158,2014-05-06,"frozen vegetables"
"34158",1477,2014-11-21,"beer"
"34159",4211,2014-09-16,"margarine"
"34160",4046,2014-11-26,"oil"
"34161",4836,2014-05-28,"salty snack"
"34162",3773,2014-03-17,"mustard"
"34163",1774,2014-11-26,"salty snack"
"34164",2158,2014-06-23,"brown bread"
"34165",2154,2014-05-31,"bottled beer"
"34166",1991,2014-05-13,"long life bakery product"
"34167",3502,2014-09-09,"salty snack"
"34168",3465,2014-02-19,"napkins"
"34169",1235,2014-06-25,"abrasive cleaner"
"34170",2978,2014-08-27,"liquor"
"34171",1809,2014-01-02,"waffles"
"34172",3359,2014-07-25,"chewing gum"
"34173",4877,2014-08-27,"salty snack"
"34174",3956,2014-05-20,"processed cheese"
"34175",3716,2014-05-13,"canned fish"
"34176",2408,2014-11-10,"cat food"
"34177",3549,2014-06-10,"salty snack"
"34178",1863,2014-11-24,"newspapers"
"34179",4956,2014-03-04,"margarine"
"34180",2771,2014-06-25,"vinegar"
"34181",2507,2014-05-15,"canned beer"
"34182",2193,2014-11-26,"candy"
"34183",1504,2014-12-29,"chocolate"
"34184",1393,2014-06-25,"flour"
"34185",3852,2014-08-31,"rolls/buns"
"34186",1911,2014-03-10,"newspapers"
"34187",1627,2014-08-11,"fruit/vegetable juice"
"34188",3387,2014-05-09,"frozen fish"
"34189",1931,2014-12-08,"pastry"
"34190",4316,2014-02-28,"rolls/buns"
"34191",3872,2014-04-04,"yogurt"
"34192",1492,2014-05-02,"yogurt"
"34193",2898,2014-07-23,"bottled water"
"34194",3832,2014-01-12,"specialty bar"
"34195",3887,2014-09-24,"bottled water"
"34196",1823,2014-04-16,"cling film/bags"
"34197",1418,2014-12-02,"butter"
"34198",3931,2014-10-09,"canned vegetables"
"34199",2059,2014-03-15,"yogurt"
"34200",1004,2014-02-04,"tropical fruit"
"34201",1507,2014-04-04,"dessert"
"34202",3185,2014-03-04,"long life bakery product"
"34203",3369,2014-07-18,"napkins"
"34204",3407,2014-09-01,"bottled beer"
"34205",1610,2014-12-23,"cream cheese "
"34206",2291,2014-03-26,"packaged fruit/vegetables"
"34207",4868,2014-04-04,"margarine"
"34208",1051,2014-09-17,"frozen vegetables"
"34209",1785,2014-02-23,"cling film/bags"
"34210",4097,2014-10-03,"coffee"
"34211",1207,2014-12-09,"semi-finished bread"
"34212",4002,2014-01-13,"domestic eggs"
"34213",4266,2014-09-02,"Instant food products"
"34214",2873,2014-01-28,"rolls/buns"
"34215",4220,2014-05-05,"soft cheese"
"34216",1218,2014-05-28,"curd"
"34217",4956,2014-07-05,"bottled water"
"34218",2688,2014-01-23,"roll products "
"34219",1082,2014-05-13,"beer"
"34220",3844,2014-11-13,"house keeping products"
"34221",4314,2014-10-05,"whole milk"
"34222",4404,2014-03-13,"flower (seeds)"
"34223",4388,2014-02-18,"butter milk"
"34224",2547,2014-03-09,"specialty chocolate"
"34225",2157,2014-06-02,"dishes"
"34226",1118,2014-11-07,"canned beer"
"34227",3941,2014-11-10,"specialty cheese"
"34228",1799,2014-12-16,"pastry"
"34229",2869,2014-08-02,"brown bread"
"34230",3161,2014-10-09,"brandy"
"34231",3008,2014-04-15,"coffee"
"34232",1619,2014-07-20,"long life bakery product"
"34233",1970,2014-06-05,"white bread"
"34234",2860,2014-01-11,"bottled water"
"34235",3456,2014-12-24,"hygiene articles"
"34236",4394,2014-07-18,"yogurt"
"34237",1027,2014-05-14,"whole milk"
"34238",3466,2014-05-31,"whole milk"
"34239",2810,2014-02-08,"salty snack"
"34240",1023,2014-12-30,"specialty bar"
"34241",3045,2014-01-29,"pet care"
"34242",4200,2014-06-23,"shopping bags"
"34243",4280,2014-09-06,"long life bakery product"
"34244",4257,2014-02-03,"napkins"
"34245",3720,2014-03-22,"pasta"
"34246",3927,2014-09-26,"brown bread"
"34247",1269,2014-10-07,"canned fruit"
"34248",2907,2014-12-19,"sugar"
"34249",3784,2014-04-30,"whipped/sour cream"
"34250",4770,2014-05-15,"soda"
"34251",3287,2014-05-13,"dessert"
"34252",4003,2014-11-14,"canned beer"
"34253",1723,2014-07-21,"shopping bags"
"34254",3832,2014-03-23,"napkins"
"34255",3758,2014-01-02,"rolls/buns"
"34256",3881,2014-06-04,"specialty chocolate"
"34257",3596,2014-01-21,"curd cheese"
